username,submitted_at,processed_at,type,score,dcr_share,nndr_ratio,qa_report,is_qualified
Gandagorn,2025-06-07 19:08:26.608+00,2025-06-07 19:16:44.931317+00,flat,0.94889,0.502,1.00912,"{""accuracy"": {""overall"": 0.94889, ""bivariate"": 0.9494529, ""coherence"": null, ""trivariate"": 0.9240532, ""univariate"": 0.9731639, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.502, ""dcr_holdout"": 0.61, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.61, ""ims_training"": 0.0, ""nndr_holdout"": 0.635449672599, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.641244608687}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.498, ""cosine_similarity_training_synthetic"": 0.9972379, ""discriminator_auc_training_synthetic"": 0.814}}",t
bugracan-ai,2025-06-07 17:19:21.028+00,2025-06-07 17:20:00.461228+00,sequential,0.682208,0.534,0.496281,"{""accuracy"": {""overall"": 0.6822082, ""bivariate"": 0.7850087, ""coherence"": 0.3810917, ""trivariate"": 0.6772369, ""univariate"": 0.8854955, ""overall_max"": 0.9719366, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9874537, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.534, ""dcr_holdout"": 0.053, ""dcr_trn_hol"": 0.016, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.001, ""dcr_training"": 0.051, ""ims_training"": 0.0, ""nndr_holdout"": 0.002902339978, ""nndr_trn_hol"": 0.000005996189, ""nndr_training"": 0.001440377219}, ""similarity"": {""cosine_similarity_training_holdout"": 0.999931, ""discriminator_auc_training_holdout"": 0.512, ""cosine_similarity_training_synthetic"": 0.8740765, ""discriminator_auc_training_synthetic"": 0.993}}",f
bugracan-ai,2025-06-07 17:18:08.31+00,2025-06-07 17:18:28.088094+00,sequential,0.0,,,{},f
bugracan-ai,2025-06-07 17:01:53.068+00,2025-06-07 17:02:03.477256+00,sequential,0.0,,,{},f
Abdulrahman0044,2025-06-07 14:58:33.378+00,2025-06-07 15:06:55.448052+00,flat,0.964914,0.505,1.13975,"{""accuracy"": {""overall"": 0.9649137, ""bivariate"": 0.9656365, ""coherence"": null, ""trivariate"": 0.9495901, ""univariate"": 0.9795146, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.11, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.11, ""ims_training"": 0.0, ""nndr_holdout"": 0.150623569036, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.171672664157}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.498, ""cosine_similarity_training_synthetic"": 0.9989379, ""discriminator_auc_training_synthetic"": 0.646}}",t
bugracan-ai,2025-06-07 14:46:34.028+00,2025-06-07 14:54:59.052428+00,flat,0.914126,0.502,1.18978,"{""accuracy"": {""overall"": 0.9141259, ""bivariate"": 0.9146522, ""coherence"": null, ""trivariate"": 0.8735296, ""univariate"": 0.9541959, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.502, ""dcr_holdout"": 0.035, ""dcr_trn_hol"": 0.026, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.035, ""ims_training"": 0.0, ""nndr_holdout"": 0.006687378414, ""nndr_trn_hol"": 0.007498940341, ""nndr_training"": 0.007956536356}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.503, ""cosine_similarity_training_synthetic"": 0.9840198, ""discriminator_auc_training_synthetic"": 0.999}}",t
Gandagorn,2025-06-07 12:59:07.527+00,2025-06-07 13:09:20.337216+00,sequential,0.975307,0.998,0.251443,"{""accuracy"": {""overall"": 0.975307, ""bivariate"": 0.9775644, ""coherence"": 0.9911063, ""trivariate"": 0.9397338, ""univariate"": 0.9928236, ""overall_max"": 0.972153, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883193, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.998, ""dcr_holdout"": 0.056, ""dcr_trn_hol"": 0.056, ""ims_holdout"": 0.004, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.0, ""ims_training"": 1.0, ""nndr_holdout"": 0.000000146371, ""nndr_trn_hol"": 0.000000144888, ""nndr_training"": 0.000000036804}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999835, ""discriminator_auc_training_holdout"": 0.506, ""cosine_similarity_training_synthetic"": 1.0, ""discriminator_auc_training_synthetic"": 0.491}}",f
Gandagorn,2025-06-07 12:59:03.695+00,2025-06-07 13:07:26.487132+00,flat,0.994312,1.0,6.17811e-08,"{""accuracy"": {""overall"": 0.9943117, ""bivariate"": 0.995379, ""coherence"": null, ""trivariate"": 0.9892783, ""univariate"": 0.998278, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 1.0, ""dcr_holdout"": 0.207, ""dcr_trn_hol"": 0.207, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.0, ""ims_training"": 1.0, ""nndr_holdout"": 0.394441258682, ""nndr_trn_hol"": 0.406922726572, ""nndr_training"": 0.000000024369}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 1.0, ""discriminator_auc_training_synthetic"": 0.484}}",f
SilenceX12138,2025-06-07 12:21:33.405+00,2025-06-07 12:30:05.154782+00,flat,0.953635,0.505,0.91295,"{""accuracy"": {""overall"": 0.9536347, ""bivariate"": 0.9545973, ""coherence"": null, ""trivariate"": 0.9301909, ""univariate"": 0.9761159, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.233, ""dcr_trn_hol"": 0.218, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.233, ""ims_training"": 0.0, ""nndr_holdout"": 0.359167048511, ""nndr_trn_hol"": 0.238395453419, ""nndr_training"": 0.327901684025}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.9983996, ""discriminator_auc_training_synthetic"": 0.797}}",t
bajun65537,2025-06-07 11:06:48.301+00,2025-06-07 11:15:12.675154+00,flat,0.931875,0.504,1.57798,"{""accuracy"": {""overall"": 0.9318753, ""bivariate"": 0.9323629, ""coherence"": null, ""trivariate"": 0.9000225, ""univariate"": 0.9632406, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.045, ""dcr_trn_hol"": 0.026, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.045, ""ims_training"": 0.0, ""nndr_holdout"": 0.006433754332, ""nndr_trn_hol"": 0.007498940341, ""nndr_training"": 0.010152319642}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.993927, ""discriminator_auc_training_synthetic"": 0.906}}",t
ClarkKristopher,2025-06-07 10:07:50.536+00,2025-06-07 10:16:25.898662+00,flat,0.919328,0.5,1.00997,"{""accuracy"": {""overall"": 0.9193281, ""bivariate"": 0.9197059, ""coherence"": null, ""trivariate"": 0.8837899, ""univariate"": 0.9544885, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.5, ""dcr_holdout"": 0.645, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.645, ""ims_training"": 0.0, ""nndr_holdout"": 0.676490144323, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.683232858319}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.507, ""cosine_similarity_training_synthetic"": 0.9911494, ""discriminator_auc_training_synthetic"": 0.952}}",t
gdiaz95,2025-06-06 21:26:11.231+00,2025-06-06 21:34:44.359883+00,flat,0.94178,0.509,1.05609,"{""accuracy"": {""overall"": 0.9417797, ""bivariate"": 0.9479985, ""coherence"": null, ""trivariate"": 0.8803684, ""univariate"": 0.9969724, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.509, ""dcr_holdout"": 0.359, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.359, ""ims_training"": 0.0, ""nndr_holdout"": 0.684592047685, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.722993406034}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.499, ""cosine_similarity_training_synthetic"": 0.9999819, ""discriminator_auc_training_synthetic"": 1.0}}",t
gdiaz95,2025-06-06 19:41:46.97+00,2025-06-06 19:42:03.1767+00,flat,0.0,,,{},f
SilenceX12138,2025-06-06 19:31:42.157+00,2025-06-06 19:40:00.249215+00,flat,0.932105,0.504,2.00537,"{""accuracy"": {""overall"": 0.9321052, ""bivariate"": 0.9320947, ""coherence"": null, ""trivariate"": 0.9034476, ""univariate"": 0.9607733, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.041, ""dcr_trn_hol"": 0.026, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.041, ""ims_training"": 0.0, ""nndr_holdout"": 0.003951970961, ""nndr_trn_hol"": 0.007498940341, ""nndr_training"": 0.007925181615}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.9947094, ""discriminator_auc_training_synthetic"": 0.866}}",t
SilenceX12138,2025-06-06 17:06:08.774+00,2025-06-06 17:14:34.901608+00,flat,0.950085,0.505,1.20667,"{""accuracy"": {""overall"": 0.9500848, ""bivariate"": 0.9508893, ""coherence"": null, ""trivariate"": 0.9255057, ""univariate"": 0.9738594, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.137, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.137, ""ims_training"": 0.0, ""nndr_holdout"": 0.180862536196, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.21824109021}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.51, ""cosine_similarity_training_synthetic"": 0.9973041, ""discriminator_auc_training_synthetic"": 0.814}}",t
SilenceX12138,2025-06-06 16:55:21.366+00,2025-06-06 17:03:38.197064+00,flat,0.916746,0.506,1.03338,"{""accuracy"": {""overall"": 0.9167457, ""bivariate"": 0.9167063, ""coherence"": null, ""trivariate"": 0.8812984, ""univariate"": 0.9522324, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.178, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.178, ""ims_training"": 0.0, ""nndr_holdout"": 0.340735881166, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.3521089022}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.505, ""cosine_similarity_training_synthetic"": 0.9950816, ""discriminator_auc_training_synthetic"": 0.946}}",t
Benels,2025-06-06 16:20:52.882+00,2025-06-06 16:34:17.347306+00,sequential,0.613179,0.523,0.618647,"{""accuracy"": {""overall"": 0.6131787, ""bivariate"": 0.5888529, ""coherence"": 0.656704, ""trivariate"": 0.4733606, ""univariate"": 0.7337973, ""overall_max"": 0.9721777, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9884183, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.523, ""dcr_holdout"": 0.177, ""dcr_trn_hol"": 0.056, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.175, ""ims_training"": 0.0, ""nndr_holdout"": 0.023207974459, ""nndr_trn_hol"": 0.000000147621, ""nndr_training"": 0.014357544822}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999833, ""discriminator_auc_training_holdout"": 0.506, ""cosine_similarity_training_synthetic"": 0.8199697, ""discriminator_auc_training_synthetic"": 0.979}}",f
ClarkKristopher,2025-06-06 16:20:31.695+00,2025-06-06 16:31:56.372143+00,flat,0.987332,1.0,9.65565e-08,"{""accuracy"": {""overall"": 0.9873321, ""bivariate"": 0.9897329, ""coherence"": null, ""trivariate"": 0.97611, ""univariate"": 0.9961534, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 1.0, ""dcr_holdout"": 0.2, ""dcr_trn_hol"": 0.201, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.0, ""ims_training"": 1.0, ""nndr_holdout"": 0.235986079894, ""nndr_trn_hol"": 0.138272477104, ""nndr_training"": 0.000000022786}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.9999865, ""discriminator_auc_training_synthetic"": 0.502}}",f
tayostats,2025-06-06 16:15:02.993+00,2025-06-06 16:23:21.574437+00,flat,0.952361,0.504,0.989361,"{""accuracy"": {""overall"": 0.9523611, ""bivariate"": 0.9530961, ""coherence"": null, ""trivariate"": 0.9289318, ""univariate"": 0.9750555, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.209, ""dcr_trn_hol"": 0.194, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.209, ""ims_training"": 0.0, ""nndr_holdout"": 0.359662402243, ""nndr_trn_hol"": 0.273706153672, ""nndr_training"": 0.355836093286}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.507, ""cosine_similarity_training_synthetic"": 0.9979092, ""discriminator_auc_training_synthetic"": 0.801}}",t
LexStrong,2025-06-06 15:50:12.144+00,2025-06-06 15:58:41.488267+00,flat,0.987453,1.0,6.67945e-08,"{""accuracy"": {""overall"": 0.9874531, ""bivariate"": 0.9898478, ""coherence"": null, ""trivariate"": 0.9762037, ""univariate"": 0.9963078, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 1.0, ""dcr_holdout"": 0.203, ""dcr_trn_hol"": 0.203, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.0, ""ims_training"": 1.0, ""nndr_holdout"": 0.352244345665, ""nndr_trn_hol"": 0.361389856601, ""nndr_training"": 0.000000023528}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9999872, ""discriminator_auc_training_synthetic"": 0.492}}",f
LexStrong,2025-06-06 15:18:34.299+00,2025-06-06 15:27:02.876863+00,flat,0.987494,1.0,6.56144e-08,"{""accuracy"": {""overall"": 0.9874944, ""bivariate"": 0.9899, ""coherence"": null, ""trivariate"": 0.9763006, ""univariate"": 0.9962825, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 1.0, ""dcr_holdout"": 0.185, ""dcr_trn_hol"": 0.185, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.0, ""ims_training"": 1.0, ""nndr_holdout"": 0.339940530112, ""nndr_trn_hol"": 0.354583100999, ""nndr_training"": 0.000000022305}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.5, ""cosine_similarity_training_synthetic"": 0.9999849, ""discriminator_auc_training_synthetic"": 0.509}}",f
filomba01,2025-06-06 14:41:45.991+00,2025-06-06 14:50:21.502878+00,flat,0.963822,0.506,0.942574,"{""accuracy"": {""overall"": 0.963822, ""bivariate"": 0.9644716, ""coherence"": null, ""trivariate"": 0.9458827, ""univariate"": 0.9811118, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.19, ""dcr_trn_hol"": 0.184, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.189, ""ims_training"": 0.0, ""nndr_holdout"": 0.464115565573, ""nndr_trn_hol"": 0.349114599767, ""nndr_training"": 0.437463357688}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.504, ""cosine_similarity_training_synthetic"": 0.9997312, ""discriminator_auc_training_synthetic"": 0.774}}",t
Benels,2025-06-06 14:17:16.398+00,2025-06-06 14:19:29.807286+00,sequential,0.909618,0.505,0.825081,"{""accuracy"": {""overall"": 0.9096177, ""bivariate"": 0.9234016, ""coherence"": 0.8828127, ""trivariate"": 0.871249, ""univariate"": 0.9610073, ""overall_max"": 0.9721677, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883783, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.008, ""dcr_trn_hol"": 0.005, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.006, ""dcr_training"": 0.008, ""ims_training"": 0.002, ""nndr_holdout"": 0.000005153732, ""nndr_trn_hol"": 0.00000148821, ""nndr_training"": 0.000004252246}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999829, ""discriminator_auc_training_holdout"": 0.513, ""cosine_similarity_training_synthetic"": 0.9985698, ""discriminator_auc_training_synthetic"": 0.685}}",t
antoinebon,2025-06-06 13:57:18.188+00,2025-06-06 14:05:46.620063+00,flat,0.98069,0.507,0.879172,"{""accuracy"": {""overall"": 0.9806896, ""bivariate"": 0.9821573, ""coherence"": null, ""trivariate"": 0.9693115, ""univariate"": 0.9906001, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.097, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.096, ""ims_training"": 0.0, ""nndr_holdout"": 0.107767423052, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.094746140394}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.5, ""cosine_similarity_training_synthetic"": 0.9998352, ""discriminator_auc_training_synthetic"": 0.555}}",t
Benels,2025-06-06 12:37:56.983+00,2025-06-06 12:46:34.416915+00,flat,0.943829,0.505,0.991384,"{""accuracy"": {""overall"": 0.9438291, ""bivariate"": 0.9440189, ""coherence"": null, ""trivariate"": 0.9181988, ""univariate"": 0.9692696, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.597, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.597, ""ims_training"": 0.0, ""nndr_holdout"": 0.635989924407, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.630510001781}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.499, ""cosine_similarity_training_synthetic"": 0.9993356, ""discriminator_auc_training_synthetic"": 0.853}}",t
Benels,2025-06-06 10:47:10.227+00,2025-06-06 10:49:42.331789+00,sequential,0.8896,0.506,1.23752,"{""accuracy"": {""overall"": 0.8895995, ""bivariate"": 0.9089344, ""coherence"": 0.8473167, ""trivariate"": 0.8524115, ""univariate"": 0.9497355, ""overall_max"": 0.9721911, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9884717, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.0, ""dcr_trn_hol"": 0.0, ""ims_holdout"": 0.296, ""ims_trn_hol"": 0.317, ""dcr_training"": 0.0, ""ims_training"": 0.299, ""nndr_holdout"": 0.000173424975, ""nndr_trn_hol"": 0.000054062005, ""nndr_training"": 0.000214616557}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999832, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.9953342, ""discriminator_auc_training_synthetic"": 0.718}}",t
